Company,Employees,Company Location,Industry,Company URL,Website,LinkedIn URL,Facebook URL,Twitter URL,Descripcion,Technologies
Takumi USA,5.0,"Indianapolis, Indiana","Machinery, Mechanical Or Industrial Engineering",https://app.apollo.io/#/organizations/5a9d5cb2a6da98d977f35aca,,,,,,
American Builders Quarterly,3.0,"Chicago, Illinois",Publishing,https://app.apollo.io/#/organizations/559213c4736964192c105400,,,,,,
ISD Group USA Inc.,8.0,"Cornelius, North Carolina",Information Technology & Services,https://app.apollo.io/#/organizations/5f7965439dae03008ca81ce5,,,,,,
Career Hackers,9.0,"Nashville, Tennessee",Online Media,https://app.apollo.io/#/organizations/5d145b854d5e200992f3d78d,,,,,,
Hey Mr Media,10.0,"Denver, Colorado",Marketing & Advertising,https://app.apollo.io/#/organizations/55ed6be0f3e5bb1652005379,,,,,,
Texas Business Analytics,8.0,"Round Rock, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/6131f5e5bd219b00da2bb8aa,,,,,,
Packetized Energy,5.0,"Burlington, Vermont","Information Technology & Services,",https://app.apollo.io/#/organizations/5a9e39bfa6da98d94672e76d,,,,,,
RealCrowd,4.0,"Portland, Oregon","Real Estate, Commercial Real Estate",https://app.apollo.io/#/organizations/54a11f2269702d88c422aa01,,,,,,
Loopy,6.0,"Sunnyvale, California",Information Technology & Services,https://app.apollo.io/#/organizations/61ed57c3307496000159460c,,,,,,
Hive Systems,10.0,"Ruther Glen, Virginia",Computer & Network Security,https://app.apollo.io/#/organizations/5dfc526cdae79d00984cf74a,,,,,,
AZTLAN Equity Management,6.0,"McLean, Virginia",Investment Management,https://app.apollo.io/#/organizations/5c2845a980f93edef32c08d3,,,,,,
Mingo Smart Factory,9.0,"St. Louis, Missouri","Information Technology & Services,",https://app.apollo.io/#/organizations/63e77e0a9e598a0001976ed3,,,,,,
Riley's Candles,3.0,"Traverse City, Michigan",Retail,https://app.apollo.io/#/organizations/62f25832fdbc3d00f5afbe02,,,,,,
NAWIC LA Chapter #42,3.0,"El Segundo, California",Construction,https://app.apollo.io/#/organizations/5a9d9f84a6da98d94d8daac8,,,,,,
Coldlytics,3.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/60c36b60c7660a00c1f75fa5,,,,,,
Vancery,7.0,"New York, New York",Information Services,https://app.apollo.io/#/organizations/5d9248adfab65200cb400765,,,,,,
Semper Forward,7.0,"Green Bay, Wisconsin",Professional Training & Coaching,https://app.apollo.io/#/organizations/6048be4ae120d200015128fe,,,,,,
"Survale, Inc",9.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/54a12a2769702d8b199d7502,,,,,,
Mid Atlantic Secured Income Fund,4.0,"Smyrna, Georgia",Venture Capital & Private Equity,https://app.apollo.io/#/organizations/6136d877e8a3160001c05cac,,,,,,
Industrial Data Labs,7.0,"Houston, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/5ed4d77e5979e60001eb0069,,,,,,
Ratio Institute,5.0,"Santa Cruz, California",Environmental Services,https://app.apollo.io/#/organizations/5fcaf92c4b56ca0001e6d068,,,,,,
Source Wellness,5.0,"Atlanta, Georgia",Professional Training & Coaching,https://app.apollo.io/#/organizations/5f3f49dbc952610001881bf8,,,,,,
Mission Control,5.0,"St. Louis, Missouri","Information Technology & Services,",https://app.apollo.io/#/organizations/5d72cca9adf49d0098573152,,,,,,
"Foxpass, Inc.",5.0,"San Francisco, California","Computer Software, Information Technology & Services,",https://app.apollo.io/#/organizations/56d4eca0f3e5bb2f7d000089,,,,,,
PureStake,8.0,"Boston, Massachusetts",Information Technology & Services,https://app.apollo.io/#/organizations/5da374dae3362e0001e9864c,,,,,,
Aligned,9.0,"New York, New York","Professional Training & Coaching,",https://app.apollo.io/#/organizations/63b5980521bfde008b9d2da4,,,,,,
SureClinical,8.0,"Reno, Nevada","Information Technology & Services,",https://app.apollo.io/#/organizations/54a11ec669702d97c1e4af01,,,,,,
Modern Brands,5.0,"Los Angeles, California",Apparel & Fashion,https://app.apollo.io/#/organizations/5dbadf47498b9000998f3721,,,,,,
EVQLV,10.0,"New York, New York",Biotechnology,https://app.apollo.io/#/organizations/5e8f8c3b4d380d00d0a3d5ae,,,,,,
School Growth,6.0,"Atlanta, Georgia","Education Management,",https://app.apollo.io/#/organizations/54a13c2f69702d2851e9db01,,,,,,
Liberate,8.0,"Los Angeles, California","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/5f5a96160b42d3008dbf3c57,,,,,,
Age-Friendly Institute,6.0,"Waltham, Massachusetts",Research,https://app.apollo.io/#/organizations/60ca1b3a6e99d400daae3526,,,,,,
North Bend Wealth Management,5.0,"Vienna, West Virginia","Financial Services, Insurance",https://app.apollo.io/#/organizations/5fc98acc6006e7000112cb79,,,,,,
Insurance Enterprise,2.0,"Washington, District of Columbia",Insurance,https://app.apollo.io/#/organizations/65d0ec190dfdcf00016d9693,,,,,,
Gaming Society,10.0,"Santa Monica, California",Management Consulting,https://app.apollo.io/#/organizations/64ab1fa290226b0001f3a16a,,,,,,
Propelify,5.0,"Hoboken, New Jersey",Education Management,https://app.apollo.io/#/organizations/56e5e8bbf3e5bb17f400f83e,,,,,,
Wafi.cash,8.0,"Dublin, California",Financial Services,https://app.apollo.io/#/organizations/60f939a5af8a6100a4187691,,,,,,
MentalHappy,10.0,"San Francisco, California","Health, Wellness & Fitness,",https://app.apollo.io/#/organizations/5da129ea67192e0001c3bc79,,,,,,
Selflessly,3.0,"Indianapolis, Indiana",Information Technology & Services,https://app.apollo.io/#/organizations/5cf97dce175dd114ab44e652,,,,,,
Glowe Connective,4.0,"St. Louis, Missouri",Management Consulting,https://app.apollo.io/#/organizations/604973a64b2d81000160ed6a,,,,,,
High Tech Connect,4.0,"Tampa, Florida",Civic & Social Organization,https://app.apollo.io/#/organizations/604a4eab523b5500015c046f,,,,,,
Topp & Screed USA Inc.,4.0,"Charlotte, North Carolina",Construction,https://app.apollo.io/#/organizations/6505558cee54ef0001b30294,,,,,,
Row64,5.0,"Cheyenne, Wyoming",Information Technology & Services,https://app.apollo.io/#/organizations/6049d7655420fb0001590a38,,,,,,
One Foot Over,7.0,"Houston, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/5a9d24e8a6da98d93bde0968,,,,,,
Keith Sconiers,10.0,"Lake Oswego, Oregon","Professional Training & Coaching,",https://app.apollo.io/#/organizations/63734d270e08570001eb52b7,,,,,,
Randolph County NC Economic Development Corporation,6.0,"Asheboro, North Carolina",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5fca39a82ff0cf000171862b,,,,,,
Broadcat,8.0,"Mansfield, Texas","Information Services, Legal Services,",https://app.apollo.io/#/organizations/55e86459f3e5bb2a1800023e,,,,,,
Yonomi,9.0,"Austin, Texas","Information Technology & Services,",https://app.apollo.io/#/organizations/5569485173696421b3c62500,,,,,,
NegotiationTraining.com by TableForce,4.0,"Columbus, Ohio",Professional Training & Coaching,https://app.apollo.io/#/organizations/54a127f169702db648c6ac00,,,,,,
OWN IT System,7.0,"Grand Rapids, Michigan","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/62ab6519e6a2d100a3be4bf9,,,,,,
Sidekick Solutions,4.0,"Seattle, Washington",Consumer Services,https://app.apollo.io/#/organizations/648c87808c760a00a362aaf1,,,,,,
NimbeLink,5.0,"Plymouth, Minnesota",Information Technology & Services,https://app.apollo.io/#/organizations/5569727773696425e2133000,,,,,,
StartingPoint,10.0,"Redondo Beach, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5edfacd71a44e400da40b82b,,,,,,
Learnings & Entertainments,3.0,"Chicago, Illinois",Professional Training & Coaching,https://app.apollo.io/#/organizations/56e3a1d2f3e5bb2e9400a40d,,,,,,
PSM Advisor (Rebranded to SAS Agency),1.0,"Houston, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/5cd5e69d41773f0bfe9e22ef,,,,,,
Northcraft Analytics,9.0,"Atlanta, Georgia",Information Technology & Services,https://app.apollo.io/#/organizations/54a1357069702d4494f79b00,,,,,,
IMDDA,4.0,"New York, New York","Financial Services, Insurance,",https://app.apollo.io/#/organizations/56daafdcf3e5bb704d0052a5,,,,,,
Oregon Products,3.0,"Portland, Oregon",Consumer Goods,https://app.apollo.io/#/organizations/5ed1eed24267f90001ba6f58,,,,,,
Antelope Recovery,9.0,"Boulder, Colorado",Mental Health Care,https://app.apollo.io/#/organizations/623fcac2b22e4700016d8083,,,,,,
Timothy Hogan Studio,6.0,"Los Angeles, California",Photography,https://app.apollo.io/#/organizations/6611623f924ea3000752d9e8,,,,,,
"Validity Finance, LLC",8.0,"New York, New York",Financial Services,https://app.apollo.io/#/organizations/5b857fb7324d4404c03ceeca,,,,,,
Orange Element,8.0,"Baltimore, Maryland",Marketing & Advertising,https://app.apollo.io/#/organizations/54a19f5d7468695475b78402,,,,,,
Les Brown Global,2.0,"Atlanta, Georgia",Consumer Services,https://app.apollo.io/#/organizations/57c4cd1ca6da986a77ccc66a,,,,,,
Collaboration In Aging,1.0,"Denver, Colorado","Health, Wellness & Fitness,",https://app.apollo.io/#/organizations/615e8c01d0c6930001b63e0b,,,,,,
VersaFeed,9.0,"San Francisco, California",Marketing & Advertising,https://app.apollo.io/#/organizations/54a12ab869702d979c304502,,,,,,
Glanris,6.0,"Olive Branch, Mississippi",Environmental Services,https://app.apollo.io/#/organizations/5e45d78508fc7c008ce19f93,,,,,,
SaveSolar Corporation,2.0,"Washington, District of Columbia",Environmental Services,https://app.apollo.io/#/organizations/5db0a1e39235400001d1b2c1,,,,,,
Amplifinity,7.0,"Ann Arbor, Michigan","Information Technology & Services,",https://app.apollo.io/#/organizations/54a11cef69702d94a4bec700,,,,,,
Rebel Rabbit,7.0,"Greenville, South Carolina",Food Production,https://app.apollo.io/#/organizations/63b9aa7dbc9ae800018517d5,,,,,,
North County Philanthropy Council,8.0,"Carlsbad, California","Nonprofit Organization Management,",https://app.apollo.io/#/organizations/5b855f94324d44433247011d,,,,,,
Shaping Wealth,6.0,"Chicago, Illinois",Financial Services,https://app.apollo.io/#/organizations/5f48fc17c43980000159de18,,,,,,
By Design Systems,3.0,"Hartford, Connecticut",Management Consulting,https://app.apollo.io/#/organizations/60280074ec958000a4b39cde,,,,,,
Syndicately,3.0,"Fort Smith, Arkansas","Financial Services, Investment Management",https://app.apollo.io/#/organizations/615e91e1409e5900014f15cf,,,,,,
Make It. MSP.,2.0,"Minneapolis, Minnesota",Civic & Social Organization,https://app.apollo.io/#/organizations/5da6c45746748d000148a5e3,,,,,,
Leading Elephants,4.0,"Charlottesville, Virginia",Management Consulting,https://app.apollo.io/#/organizations/60aeadb0840cc80001927401,,,,,,
randrr,4.0,"Jacksonville, Florida",Internet,https://app.apollo.io/#/organizations/57c4dde5a6da986a673ca4bd,,,,,,
Remote First Recruiting,6.0,"Austin, Texas","Staffing & Recruiting, Human Resources",https://app.apollo.io/#/organizations/6360166e0cc4a800ccb915e0,,,,,,
LLUNA,8.0,"Philadelphia, Pennsylvania",Information Technology & Services,https://app.apollo.io/#/organizations/5fca7266dc8f7f00011b0183,,,,,,
CJB Applied Technologies,10.0,"Valdosta, Georgia",Research,https://app.apollo.io/#/organizations/5e564f9a7720250001f856f3,,,,,,
"SkyRunner, LLC",7.0,"Shreveport, Louisiana",Aviation & Aerospace,https://app.apollo.io/#/organizations/556d9551736964122aad4b01,,,,,,
Summit CNC,2.0,"Englewood, Colorado","Mechanical Or Industrial Engineering,",https://app.apollo.io/#/organizations/618b6b417a91c7000170b016,,,,,,
SynergiTech,5.0,"Charlotte, North Carolina",Information Technology & Services,https://app.apollo.io/#/organizations/5f4087a7660d1500012e9886,,,,,,
"Bluegrass Vascular Technologies, Inc.",6.0,"San Antonio, Texas",Medical Devices,https://app.apollo.io/#/organizations/54a1297269702d8b19041b02,,,,,,
Wayward Kind,9.0,"San Diego, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5de71a02b9af7400d7c5b031,,,,,,
Chilmark Research,8.0,"Boston, Massachusetts","Hospital & Health Care,",https://app.apollo.io/#/organizations/556d96e473696411ecad4101,,,,,,
Defamation Defenders,9.0,"Boulder, Colorado",Marketing & Advertising,https://app.apollo.io/#/organizations/5d35e42aa3ae61c25835ea37,,,,,,
Wootric,2.0,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/556963727369642565351900,,,,,,
NAXO,7.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/636e12131654ac0001e7db20,,,,,,
Dromo,6.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/603ec45b2dd72a00fe496531,,,,,,
Monaghan Tooling Group,10.0,"Dayton, Ohio",Machinery,https://app.apollo.io/#/organizations/54a135c769702d46f03ac500,,,,,,
Tolerisk,7.0,"Evesham Township, New Jersey",Financial Services,https://app.apollo.io/#/organizations/55f93415f3e5bb1872002d84,,,,,,
K2 Growth Partners,2.0,"Berkley, Michigan",Venture Capital & Private Equity,https://app.apollo.io/#/organizations/5edb8f2ff3a6370001556b48,,,,,,
SWIDIA,8.0,"Chicago, Illinois",Marketing & Advertising,https://app.apollo.io/#/organizations/5c201957f651251c31f7fff6,,,,,,
"Copper & Vine Studio, Co.",2.0,"Washington, District of Columbia",Information Technology & Services,https://app.apollo.io/#/organizations/5d5108bba2a2d000c2c8b493,,,,,,
Clutch Recruitment,9.0,"Chattanooga, Tennessee",Staffing & Recruiting,https://app.apollo.io/#/organizations/5f47e0688754b400017055c4,,,,,,
Anipanion,5.0,"San Diego, California",Veterinary,https://app.apollo.io/#/organizations/5b830776324d4451d2299df3,,,,,,
Ramp-Up Lab,5.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/5da426d9988bdd00014ec503,,,,,,
"Hazmat Resource, Inc",10.0,"San Luis Obispo, California",Environmental Services,https://app.apollo.io/#/organizations/5fc9cc4bab86c6000180ae48,,,,,,
Medex Forensics,8.0,"Madison, Wisconsin",,https://app.apollo.io/#/organizations/615d7e062f1da00001e620ee,,,,,,
Loup.ai,7.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/65750ffc5d3a750001cf0a0e,,,,,,
Life Science Network,2.0,"San Diego, California",Research,https://app.apollo.io/#/organizations/5a9cc727a6da98d95ff6739c,,,,,,
E EQUALS WHY,5.0,"New York, New York",Management Consulting,https://app.apollo.io/#/organizations/5ed4ba2473a215000144918d,,,,,,
Orogamis,6.0,"Sacramento, California",Design,https://app.apollo.io/#/organizations/5a9ecdf7a6da98d94d920270,,,,,,
Kyle Johnson Digital Marketing,2.0,"St. Louis, Missouri",Marketing & Advertising,https://app.apollo.io/#/organizations/62cfb532a4c1c200e02ca97a,,,,,,
Huddle Inc.,6.0,"Alpharetta, Georgia",Marketing & Advertising,https://app.apollo.io/#/organizations/5f22dbe2428b6e00f692230d,,,,,,
Where Is My Land,4.0,"Los Angeles, California",Civic & Social Organization,https://app.apollo.io/#/organizations/60f0e957b7721f00dac67cfd,,,,,,
Performance Accelerated Learning,1.0,"Chicago, Illinois",Management Consulting,https://app.apollo.io/#/organizations/6417ca290267e00001b06ae4,,,,,,
GrowthPath Partners,8.0,"San Diego, California",Financial Services,https://app.apollo.io/#/organizations/60f992bce590c400a44e45f7,,,,,,
Symphia NowForce,2.0,"Melville, New York",Public Safety,https://app.apollo.io/#/organizations/62b988ea7e096300ca3c0b48,,,,,,
Z+F USA,8.0,"Bridgeville, Pennsylvania",Electrical/electronic Manufacturing,https://app.apollo.io/#/organizations/54a129a569702d9ebcb19201,,,,,,
"Altruix in Trevose, PA",4.0,"Feasterville-Trevose, Pennsylvania",Medical Practice,https://app.apollo.io/#/organizations/5f49448c562586000174b04d,,,,,,
Lohman Technologies,7.0,"Pewaukee, Wisconsin",Medical Devices,https://app.apollo.io/#/organizations/556d2b167369641238b6b000,,,,,,
Zaymo (YC W24),4.0,"Provo, Utah",Information Technology & Services,https://app.apollo.io/#/organizations/635a9e525cdce5008bbf052a,,,,,,
Innvox (Techstars '23),3.0,"Coral Springs, Florida",Information Technology & Services,https://app.apollo.io/#/organizations/60acf0eb17f4be01493ca2ed,,,,,,
Upsperity,2.0,"New York, New York",Staffing & Recruiting,https://app.apollo.io/#/organizations/64243e89f45f0300d9385d38,,,,,,
MyComfortMD,1.0,"Corcoran, Minnesota",Mechanical Or Industrial Engineering,https://app.apollo.io/#/organizations/5e5799e9108ba90001692b40,,,,,,
Panoptica: Cisco Cloud Application Security,9.0,"San Jose, California","Computer & Network Security,",https://app.apollo.io/#/organizations/5b86eaddf874f760dcdccf48,,,,,,
Stream 9,9.0,"Cleveland, Ohio",Information Technology & Services,https://app.apollo.io/#/organizations/54a1bf7674686942d3ad960d,,,,,,
Scope Security,5.0,"PRINCE, New York",Computer & Network Security,https://app.apollo.io/#/organizations/5da374cba6172800018e0987,,,,,,
Aptean GenomeQuest,9.0,"Boston, Massachusetts",Research,https://app.apollo.io/#/organizations/5d331ff8a3ae61f09f6e3ed6,,,,,,
RapidFunds,7.0,"Katonah, New York",Financial Services,https://app.apollo.io/#/organizations/5d323165f65125e7e3075d20,,,,,,
"Marc A. Wolfe Enterprises, LLC",2.0,"Franklin, Tennessee",Management Consulting,https://app.apollo.io/#/organizations/54a1b88b7468695c8200b90a,,,,,,
D-MAK Productions,3.0,"Phoenix, Arizona",Media Production,https://app.apollo.io/#/organizations/54a1c4dd746869547569440f,,,,,,
Expat Relocation Solutions,10.0,"Orlando, Florida",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/6128582162f1cb000106dc61,,,,,,
Greelance,8.0,"College Park, Georgia",Staffing & Recruiting,https://app.apollo.io/#/organizations/62add1958e2812008b1db067,,,,,,
Locus Ingredients,5.0,"Solon, Ohio",Chemicals,https://app.apollo.io/#/organizations/5fcb08760475650001e262db,,,,,,
Eye and Ear,10.0,"Phoenix, Arizona",Medical Devices,https://app.apollo.io/#/organizations/616191e0739c0e0001170aaa,,,,,,
SafetyPro Resources,9.0,"Baton Rouge, Louisiana",Management Consulting,https://app.apollo.io/#/organizations/54a128a469702d979cf23701,,,,,,
Redhype Creative Marketing Agency,9.0,"Greenville, South Carolina",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1209569702da4257d6202,,,,,,
CounselMore - College Counseling Software,8.0,"Redwood City, California",Government Administration,https://app.apollo.io/#/organizations/5da3fa423a4e680001cb52de,,,,,,
Schoolzilla by Renaissance,9.0,"Oakland, California",Government Administration,https://app.apollo.io/#/organizations/54a1bd257468694f8f48ed0c,,,,,,
Seed At The Table,6.0,"Compton, California",Financial Services,https://app.apollo.io/#/organizations/60b69b706d35b700df749540,,,,,,
Crafted.,10.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1287769702d9ebcfdfa00,,,,,,
"Model Mining - Consultoría, Innovación & Tecnológica.",4.0,"Tucson, Arizona",Mining & Metals,https://app.apollo.io/#/organizations/60afa8df2337650001370fe4,,,,,,
The Tiber Group,10.0,"Columbus, Ohio",Marketing & Advertising,https://app.apollo.io/#/organizations/5569de0573696425cb12aa00,,,,,,
Gamma Force,3.0,"Powell, Ohio","Information Services, Computer Software,",https://app.apollo.io/#/organizations/5e57615f0f6c5100016bf0cf,,,,,,
Endeavor Colorado,10.0,"Denver, Colorado",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5e57f4d4c3f55c0001700379,,,,,,
Parity,5.0,"Baltimore, Maryland",Real Estate,https://app.apollo.io/#/organizations/5e56d23f52e7ad0001c4d5f9,,,,,,
Stella Jets,4.0,"Southlake, Texas",Airlines/aviation,https://app.apollo.io/#/organizations/61ec1293b3ccdc0001e5da8b,,,,,,
MogoARTS Marketing,4.0,"Larkspur, California",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1348269702d38bbec3f00,,,,,,
Crowdfunding Lawyers,9.0,"Denton, Texas",Law Practice,https://app.apollo.io/#/organizations/5c21c49ef6512541b95da6da,,,,,,
LA New Product Development Team,10.0,"Shreveport, Louisiana",Mechanical Or Industrial Engineering,https://app.apollo.io/#/organizations/57c4f25ca6da986a1324f72a,,,,,,
"PatternAI, Inc.",10.0,"San Mateo, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5e8ee3648b470900ceaf6593,,,,,,
"Takeoff Monkey, LLC",9.0,"Winston-Salem, North Carolina","Construction, Design",https://app.apollo.io/#/organizations/5e5624e64636bd0001e8178b,,,,,,
"JMB Global Services, LLC",10.0,"York, Pennsylvania","Outsourcing/offshoring,",https://app.apollo.io/#/organizations/5a9d642aa6da98d99a3c80c3,,,,,,
BecomeMore Group,9.0,"West Des Moines, Iowa",Management Consulting,https://app.apollo.io/#/organizations/63d51e3b617ba6000102f2fd,,,,,,
"Obsidian Manufacturing Industries, Inc.",5.0,"Rockford, Illinois","Machinery, Mechanical Or Industrial Engineering",https://app.apollo.io/#/organizations/5d36b9e4f651253c1b5ec1a3,,,,,,
BeanStock Ventures,8.0,"San Diego, California","Medical Practice, Medical Devices",https://app.apollo.io/#/organizations/5da4689de7e6340001bfa906,,,,,,
The Lipsey Company,5.0,"Altamonte Springs, Florida",Management Consulting,https://app.apollo.io/#/organizations/54a1272269702d8eeb1eaa00,,,,,,
Blackstone Discovery,6.0,"Palo Alto, California",Legal Services,https://app.apollo.io/#/organizations/5da63185364e550001ea5616,,,,,,
REACH Market Research,10.0,"Newton, Massachusetts",Market Research,https://app.apollo.io/#/organizations/5f49ad4436039e0001cf3d84,,,,,,
Story2 (Acquired by Revision Learning),6.0,"New York, New York","E-learning, Education Management,",https://app.apollo.io/#/organizations/556dc27673696411b6208a01,,,,,,
"Palm Energy, LLC",3.0,"Bonita Springs, Florida",Utilities,https://app.apollo.io/#/organizations/60489f547f6cf20001067fb3,,,,,,
Inventory Source,9.0,"Jacksonville Beach, Florida","Information Technology & Services,",https://app.apollo.io/#/organizations/54a1b02b7468695c82a8fb07,,,,,,
Pothole Bind,5.0,"Glendale, Arizona",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/604893432fa7b9000170015a,,,,,,
StringCan: A B2B Growth Marketing Agency,7.0,"Scottsdale, Arizona",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1d3dc7468694012ff8414,,,,,,
Fit3D,9.0,"San Mateo, California","Information Technology & Services,",https://app.apollo.io/#/organizations/54a129e369702da220aad101,,,,,,
MURO Management LLC,3.0,"Arlington, Texas",Management Consulting,https://app.apollo.io/#/organizations/604967b42182e800012e2730,,,,,,
zingfit by Xplor,6.0,"Louisville, Colorado","Information Technology & Services,",https://app.apollo.io/#/organizations/55ec9333f3e5bb129a001734,,,,,,
Concrete Sensors,2.0,"Burlington, Massachusetts",Construction,https://app.apollo.io/#/organizations/556de1e5736964122681b701,,,,,,
NextBeam,9.0,"North Sioux City, South Dakota",Medical Devices,https://app.apollo.io/#/organizations/5f7f369e73e21600da5ae0e0,,,,,,
Connect Veterinary Consulting,1.0,"Kansas City, Missouri",Marketing & Advertising,https://app.apollo.io/#/organizations/56d67d25f3e5bb3a3a003d49,,,,,,
"Avalon Consulting, LLC",10.0,"Frisco, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/54a1228a69702d97c1be6203,,,,,,
Plural Studios,8.0,"Scottsdale, Arizona",Furniture,https://app.apollo.io/#/organizations/62170a920171ab0001607a48,,,,,,
Opel Solutions Inc,4.0,"San Diego, California","Information Technology & Services,",https://app.apollo.io/#/organizations/60b1b169db5326000172e279,,,,,,
IGEN,2.0,"Scottsdale, Arizona",Oil & Energy,https://app.apollo.io/#/organizations/5ed9dfbb7307d50001b89053,,,,,,
Fathom Optics,3.0,"Somerville, Massachusetts",Printing,https://app.apollo.io/#/organizations/5fc8855808728f0001d8f66a,,,,,,
ModuLED - Linear Slot Lighting,3.0,"Los Angeles, California",Electrical/electronic Manufacturing,https://app.apollo.io/#/organizations/60b288d257272d0001921dc5,,,,,,
Dedrone Defense,9.0,"Sterling, Virginia",Military,https://app.apollo.io/#/organizations/5e56336d8c394e0001d544aa,,,,,,
Opsani,7.0,"Redwood City, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5a9cc9dda6da98d9663e16e6,,,,,,
Clinical.ly,10.0,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5de550d03fb40e00d6ac2fd1,,,,,,
OT Security Advisors,3.0,"Minneapolis, Minnesota",Computer & Network Security,https://app.apollo.io/#/organizations/6375e5baf39c7b00cf7d1198,,,,,,
"IPTalons, Inc.",7.0,"Dallas, Texas",Security & Investigations,https://app.apollo.io/#/organizations/62b441cc6fe90a0001be8f4f,,,,,,
"SpinGo, now Events.com",7.0,"San Diego, California",Events Services,https://app.apollo.io/#/organizations/54a1204169702d8aa1dd2702,,,,,,
"406 Bovine, Inc.",2.0,"Katy, Texas",Farming,https://app.apollo.io/#/organizations/60af253ac9b53e0001465db0,,,,,,
Work.software,3.0,"Pittsburgh, Pennsylvania",Information Technology & Services,https://app.apollo.io/#/organizations/60210050e7a86200ca8914a7,,,,,,
Talkroute,7.0,"Chicago, Illinois","Telecommunications, Information Technology & Services,",https://app.apollo.io/#/organizations/5e57d8cbf5f6f3000129a7ad,,,,,,
Smartlink Health Solutions,7.0,"Cary, North Carolina","Information Technology & Services,",https://app.apollo.io/#/organizations/556cf235736964124fd85e00,,,,,,
Retail for the People,4.0,"Jacksonville, Florida","Retail, Wholesale",https://app.apollo.io/#/organizations/5b866b07f874f70e2ab50862,,,,,,
"Implant Practice US, Publication & Dental Continuing Education",5.0,"Scottsdale, Arizona",Marketing & Advertising,https://app.apollo.io/#/organizations/55f1e1f6f3e5bb38cf001716,,,,,,
STEM Sports®,6.0,"Phoenix, Arizona",Education Management,https://app.apollo.io/#/organizations/5b12e1e8a6da98dcab4d9599,,,,,,
Best Ever Conference,5.0,"Aurora, Colorado",Real Estate,https://app.apollo.io/#/organizations/5e5674a01a459300015bcf12,,,,,,
Go Studio,7.0,"Palmetto, Georgia",Information Technology & Services,https://app.apollo.io/#/organizations/5ed078f3c982390001a3b229,,,,,,
TEDxBocaRaton,8.0,"Boca Raton, Florida",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5e573b9de07b8000012f6c0e,,,,,,
Nubix,2.0,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5b15adb8a6da987127684fb7,,,,,,
MadeinAmerica.com,8.0,"Leesburg, Florida",Research,https://app.apollo.io/#/organizations/5a9cf8eea6da98d94d898a28,,,,,,
UTA SHRM,3.0,"Arlington, Texas",Human Resources,https://app.apollo.io/#/organizations/5ed3366775f62f00019a16e0,,,,,,
Sensytec,10.0,"Houston, Texas",Construction,https://app.apollo.io/#/organizations/5d07f8a8040d57099bfe6d1a,,,,,,
VoiceGlance,2.0,"Stonington, Connecticut",Human Resources,https://app.apollo.io/#/organizations/5569a0d27369642521c96b00,,,,,,
I Like Giving,8.0,"Irvine, California",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5569789a73696425ee863900,,,,,,
StartupGeek.com,8.0,"Pittsburgh, Pennsylvania",,https://app.apollo.io/#/organizations/63cef6d19c702f00e478d9b8,,,,,,
Armus Marine,9.0,"New York, New York",Nanotechnology,https://app.apollo.io/#/organizations/612859033641190001865840,,,,,,
Lengea Law,8.0,"New York, New York",Legal Services,https://app.apollo.io/#/organizations/5f75cd504aaa7200992744d2,,,,,,
Form + Function,4.0,"Boston, Massachusetts","Design, Graphic Design",https://app.apollo.io/#/organizations/5569edb973696425319ab800,,,,,,
Trifecta Growth Institute,3.0,"Littleton, Colorado",Professional Training & Coaching,https://app.apollo.io/#/organizations/63d354a23aa9370001996f5a,,,,,,
Ascend2,3.0,"Jacksonville, Florida","Marketing & Advertising,",https://app.apollo.io/#/organizations/54a129bc69702d8b197f3f02,,,,,,
